"name","assetPath","previewPath","weaponClass","weaponModelType","promptCategory","colorNotes","prompt"
"Lion Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Lion Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Lion Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Lion Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Long Staff","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Long Staff.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Long Staff.png","Spear","Weapon","focus","Color map: major body zones read as charcoal, charcoal, and charcoal; end accents read as charcoal and charcoal.","Create a single game inventory icon PNG of 'Long Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: major body zones read as charcoal, charcoal, and charcoal; end accents read as charcoal and charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Mace 01","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Mace 01.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Mace 01.png","StraightSword","Weapon","blunt","Color map: striking head and large masses are charcoal; neck or upper shaft is charcoal; shaft core is charcoal; lower shaft or wraps are charcoal; pommel/end cap is charcoal.","Create a single game inventory icon PNG of 'Mace 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: striking head and large masses are charcoal; neck or upper shaft is charcoal; shaft core is charcoal; lower shaft or wraps are charcoal; pommel/end cap is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Plain Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Shield.png","LightShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Plain Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Plain Tower Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield 02.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Plain Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Plain Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Plain Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Quartered Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Shield.png","LightShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Quartered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Quartered Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Quartered Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Rapier","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Rapier.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Rapier.png","StraightSword","Weapon","rapier","Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal.","Create a single game inventory icon PNG of 'Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Round Buckler","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Round Buckler.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Round Buckler.png","LightShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Round Buckler'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Scarred Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield 02.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Scarred Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Scarred Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield.png","LightShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Scarred Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Scarred Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Scarred Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Sheathed Rapier","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Rapier.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Rapier.png","StraightSword","Weapon","rapier","Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal.","Create a single game inventory icon PNG of 'Sheathed Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Sheathed Short Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Short Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Short Sword.png","StraightSword","Weapon","sword","Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal.","Create a single game inventory icon PNG of 'Sheathed Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Sheathed Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Sword.png","StraightSword","Weapon","sword","Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal.","Create a single game inventory icon PNG of 'Sheathed Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Short Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Short Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Short Sword.png","StraightSword","Weapon","sword","Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal.","Create a single game inventory icon PNG of 'Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade and tip are charcoal; lower blade is charcoal; guard and center block are charcoal; grip and wrapping are charcoal; pommel/end cap is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Spiked Mace","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Spiked Mace.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Spiked Mace.png","StraightSword","Weapon","polearm","Color map: head or tip mass is charcoal; socket or head base is charcoal; middle shaft is charcoal; lower shaft or wraps are charcoal; end cap or tail is charcoal.","Create a single game inventory icon PNG of 'Spiked Mace'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: head or tip mass is charcoal; socket or head base is charcoal; middle shaft is charcoal; lower shaft or wraps are charcoal; end cap or tail is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Split Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Split Shield.png","LightShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Split Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Split Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Split Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Split Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Sword","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sword.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Sword.png","StraightSword","Weapon","sword","Color map: blade and tip are brown-gray; lower blade is brown-gray; guard and center block are brown-gray; grip and wrapping are charcoal; pommel/end cap is charcoal.","Create a single game inventory icon PNG of 'Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade and tip are brown-gray; lower blade is brown-gray; guard and center block are brown-gray; grip and wrapping are charcoal; pommel/end cap is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Templar Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Templar Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Templar Tower Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Tower Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Tower Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Templar Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Throwing Knife","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Throwing Knife.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Throwing Knife.png","StraightSword","Weapon","dagger","Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal.","Create a single game inventory icon PNG of 'Throwing Knife'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: blade tip is charcoal; blade body is charcoal; guard is charcoal; grip is charcoal; pommel is charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"War Staff","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/War Staff.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/War Staff.png","Spear","Weapon","focus","Color map: major body zones read as charcoal, charcoal, and charcoal; end accents read as charcoal and charcoal.","Create a single game inventory icon PNG of 'War Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: major body zones read as charcoal, charcoal, and charcoal; end accents read as charcoal and charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Weathered Shield","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Shield.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Weathered Shield.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Weathered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
"Weathered Tower Shield 02","Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Tower Shield 02.asset","Assets/Game/Docs/WeaponPreviewExports/Previews/Weathered Tower Shield 02.png","MediumShield","Shield","shield","Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal.","Create a single game inventory icon PNG of 'Weathered Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Color map: outer edge and one side of the face read as charcoal and charcoal; major face zones read as charcoal and charcoal; center mass or emblem area reads as charcoal. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
