displayName	assetPath	previewPath	prefabName	category	colorNotes	materialSummary	prompt
Lion Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Lion Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Lion Tower Shield.png	Weapon_Shield_Long_01	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Lion Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Long Staff	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Long Staff.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Long Staff.png	Weapon_Staff_02	Focus	"Overall palette reads as palette of orange, dark cyan. Keep these same flat color families in the same visible places as the prefab reference."	"body: palette of orange, dark cyan"	"Create a single game inventory icon PNG of 'Long Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of orange, dark cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Mace 01	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Mace 01.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Mace 01.png	Weapon_Mace_01	Blunt	"Overall palette reads as palette of muted cyan, brown, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"head: palette of muted cyan, brown, dark red"	"Create a single game inventory icon PNG of 'Mace 01'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Plain Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Shield.png	Weapon_Shield_12	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Plain Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Plain Tower Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield 02.png	Weapon_Shield_Long_12	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Plain Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Plain Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Plain Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Plain Tower Shield.png	Weapon_Shield_Long_07	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Plain Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Quartered Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Shield.png	Weapon_Shield_10	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Quartered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Quartered Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Quartered Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Quartered Tower Shield.png	Weapon_Shield_Long_10	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Quartered Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Rapier	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Rapier.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Rapier.png	Weapon_Sword_Rapier_01	Rapier	"Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of brown, muted cyan"	"Create a single game inventory icon PNG of 'Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Round Buckler	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Round Buckler.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Round Buckler.png	Weapon_Shield_Buckler_01	Shield	"Overall palette reads as palette of muted cyan, dark red, brown. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of muted cyan, dark red, brown"	"Create a single game inventory icon PNG of 'Round Buckler'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, dark red, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Scarred Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield 02.png	Weapon_Shield_14	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Scarred Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Scarred Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Shield.png	Weapon_Shield_11	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Scarred Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Scarred Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Scarred Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Scarred Tower Shield.png	Weapon_Shield_Long_11	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Scarred Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Sheathed Rapier	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Rapier.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Rapier.png	Weapon_Sword_Rapier_Cover_01	Rapier	"Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of muted cyan, brown"	"Create a single game inventory icon PNG of 'Sheathed Rapier'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Sheathed Short Sword	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Short Sword.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Short Sword.png	Weapon_Sword_Small_Cover_01	Sword	"Overall palette reads as palette of muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of muted cyan, dark red"	"Create a single game inventory icon PNG of 'Sheathed Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Sheathed Sword	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sheathed Sword.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Sheathed Sword.png	Weapon_Sword_Cover_01	Sword	"Overall palette reads as palette of muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of muted cyan, dark red"	"Create a single game inventory icon PNG of 'Sheathed Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Short Sword	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Short Sword.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Short Sword.png	Weapon_Sword_Small_01	Sword	"Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of muted cyan, brown"	"Create a single game inventory icon PNG of 'Short Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Spiked Mace	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Spiked Mace.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Spiked Mace.png	Weapon_Mace_02	Polearm	"Overall palette reads as palette of muted cyan, dark red, brown. Keep these same flat color families in the same visible places as the prefab reference."	"shaft: palette of muted cyan, dark red, brown"	"Create a single game inventory icon PNG of 'Spiked Mace'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, dark red, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Split Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Split Shield.png	Weapon_Shield_06	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Split Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Split Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Split Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Split Tower Shield.png	Weapon_Shield_Long_06	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Split Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Sword	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Sword.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Sword.png	Weapon_Sword_01	Sword	"Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference."	"blade: palette of muted cyan, brown"	"Create a single game inventory icon PNG of 'Sword'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Templar Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Shield.png	Weapon_Shield_15	Shield	"Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, muted cyan, dark red"	"Create a single game inventory icon PNG of 'Templar Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, muted cyan, dark red. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Templar Tower Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Templar Tower Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Templar Tower Shield.png	Weapon_Shield_Long_08	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Templar Tower Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Throwing Knife	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Throwing Knife.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Throwing Knife.png	Weapon_ThowingKnife_01	Dagger	Overall palette reads as brown. Keep these same flat color families in the same visible places as the prefab reference.	blade: brown	"Create a single game inventory icon PNG of 'Throwing Knife'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as brown. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
War Staff	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/War Staff.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/War Staff.png	Weapon_Staff_01	Focus	"Overall palette reads as palette of muted cyan, brown, orange. Keep these same flat color families in the same visible places as the prefab reference."	"body: palette of muted cyan, brown, orange"	"Create a single game inventory icon PNG of 'War Staff'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of muted cyan, brown, orange. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Weathered Shield	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Shield.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Weathered Shield.png	Weapon_Shield_13	Shield	"Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of dark green, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Weathered Shield'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of dark green, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
Weathered Tower Shield 02	Assets/Game/Data/Items/Weapons/Melee Weapons/Polygon Fantasy Hero Generated/Weathered Tower Shield 02.asset	Assets/Game/Docs/WeaponPreviewExports/Previews/Weathered Tower Shield 02.png	Weapon_Shield_Long_14	Shield	"Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference."	"shield face: palette of brown, dark red, muted cyan"	"Create a single game inventory icon PNG of 'Weathered Tower Shield 02'. Use the attached prefab preview as a strict reference. Recreate the exact same weapon shape and silhouette as closely as possible. Match the exact silhouette, proportions, wrapping placement, head size, handle length, guard shape, tip shape, and color placement from the prefab reference. Overall palette reads as palette of brown, dark red, muted cyan. Keep these same flat color families in the same visible places as the prefab reference. Keep the weapon in an extremely simple low-poly style, with very few large planes, very little micro detail, minimal surface noise, and broad flat color areas only. One isolated weapon only, transparent background, no backdrop, no frame, no environment, no character, no hand, centered in the canvas, full object visible, diagonal layout like the sample icon. Do not redesign the weapon. Do not invent a new color palette. Do not add realism, painterly brushwork, glow, extra ornaments, text, or watermark."
